Node,Closeness_Centrality
150,0.2553728007335664
8780,0.2553654832516691
1473,0.25534353332187265
1076,0.25534353332187265
8261,0.25532890213156084
4464,0.255314272617888
4488,0.2553069584897012
1099,0.2553069584897012
195,0.2553069584897012
5377,0.2553069584897012
27,0.2552923314904466
8745,0.25527770616711065
3856,0.25525577132382427
1553,0.2552411501890251
265,0.2552338402497351
3008,0.2552338402497351
98,0.2552046046791329
3105,0.255189989405263
1802,0.255189989405263
1154,0.255189989405263
8744,0.2551753758052971
8289,0.25516076387894754
2752,0.2551315450459477
4124,0.2551242413832589
545,0.2551242413832589
900,0.2551096353123032
2385,0.2551096353123032
6180,0.2550658271322267
8326,0.2550658271322267
2150,0.2550658271322267
8450,0.2550658271322267
1232,0.25505852723161904
3106,0.25505852723161904
1170,0.25504392868385656
1171,0.2550293318071255
2674,0.2550074396245851
2188,0.2550074396245851
4784,0.25500014306560986
434,0.25500014306560986
1922,0.2549928469241774
8738,0.25497096100477784
169,0.2549636665331579
8705,0.25494907884197276
497,0.25494907884197276
2114,0.25489074476604506
808,0.2548834548834549
2274,0.2548834548834549
2689,0.2548615877373599
2067,0.2548615877373599
2428,0.2548324373784742
9284,0.25478872434101435
8529,0.2547814402927471
4634,0.2547741566609491
812,0.25476687344558474
6432,0.25475230826401396
4610,0.254737744747749
4866,0.254730463614017
2836,0.2547231828965044
6274,0.25469406418793405
3588,0.25468678555098306
9752,0.25467222952506147
3617,0.25465767516287574
4137,0.25465039860559474
596,0.25462129653438476
8552,0.25459947434578906
5536,0.25459220111412656
1317,0.25458492829800605
2183,0.2545703839122486
116,0.2545631123425405
4842,0.2545631123425405
3333,0.25453403021734783
1810,0.25453403021734783
9236,0.25446135396739283
805,0.25446135396739283
4513,0.25444682369735905
1393,0.25444682369735905
1386,0.2544395591846057
897,0.25443229508664744
3472,0.25443229508664744
4106,0.2544250314034487
3074,0.2544250314034487
3268,0.25441776813497385
5153,0.2544105052811875
2805,0.2544105052811875
